e,E,s,t,p,q,T,m,M
trade,1752424099404,BTCUSDT,5081837395,118838.63000000,0.00005000,1752424099404,True,True
trade,1752424099404,BTCUSDT,5081837396,118838.63000000,0.00010000,1752424099404,True,True
trade,1752424099404,BTCUSDT,5081837397,118838.63000000,0.00005000,1752424099404,True,True
trade,1752424099404,BTCUSDT,5081837398,118838.63000000,0.00005000,1752424099404,True,True
trade,1752424099404,BTCUSDT,5081837399,118838.63000000,0.00005000,1752424099404,True,True
trade,1752424099404,BTCUSDT,5081837400,118838.63000000,0.00005000,1752424099404,True,True
trade,1752424099404,BTCUSDT,5081837401,118838.63000000,0.00005000,1752424099404,True,True
trade,1752424099404,BTCUSDT,5081837402,118838.63000000,0.00005000,1752424099404,True,True
trade,1752424099404,BTCUSDT,5081837403,118838.63000000,0.00005000,1752424099404,True,True
trade,1752424099404,BTCUSDT,5081837404,118838.63000000,0.00005000,1752424099404,True,True
trade,1752424099404,BTCUSDT,5081837405,118838.63000000,0.00005000,1752424099404,True,True
trade,1752424099404,BTCUSDT,5081837406,118838.63000000,0.00005000,1752424099404,True,True
trade,1752424099404,BTCUSDT,5081837407,118838.63000000,0.00005000,1752424099404,True,True
trade,1752424099404,BTCUSDT,5081837408,118838.63000000,0.00352000,1752424099404,True,True
trade,1752424099517,BTCUSDT,5081837409,118838.63000000,0.00301000,1752424099517,True,True
trade,1752424099570,BTCUSDT,5081837410,118838.63000000,0.00005000,1752424099570,True,True
trade,1752424099570,BTCUSDT,5081837411,118838.63000000,0.00005000,1752424099570,True,True
trade,1752424099570,BTCUSDT,5081837412,118838.63000000,0.00010000,1752424099570,True,True
trade,1752424099570,BTCUSDT,5081837413,118838.63000000,0.00005000,1752424099570,True,True
trade,1752424099570,BTCUSDT,5081837414,118838.63000000,0.00005000,1752424099570,True,True
trade,1752424099570,BTCUSDT,5081837415,118838.63000000,0.00005000,1752424099570,True,True
trade,1752424099570,BTCUSDT,5081837416,118838.63000000,0.00005000,1752424099570,True,True
trade,1752424099570,BTCUSDT,5081837417,118838.63000000,0.00005000,1752424099570,True,True
trade,1752424099570,BTCUSDT,5081837418,118838.63000000,0.00001000,1752424099570,True,True
trade,1752424099660,BTCUSDT,5081837419,118838.63000000,0.00004000,1752424099660,True,True
trade,1752424099660,BTCUSDT,5081837420,118838.63000000,0.00005000,1752424099660,True,True
trade,1752424099660,BTCUSDT,5081837421,118838.63000000,0.00005000,1752424099660,True,True
trade,1752424099660,BTCUSDT,5081837422,118838.63000000,0.00005000,1752424099660,True,True
trade,1752424099660,BTCUSDT,5081837423,118838.63000000,0.00005000,1752424099660,True,True
trade,1752424099660,BTCUSDT,5081837424,118838.63000000,0.00026000,1752424099660,True,True
trade,1752424099662,BTCUSDT,5081837425,118838.63000000,0.00015000,1752424099661,True,True
trade,1752424099857,BTCUSDT,5081837426,118838.63000000,0.00145000,1752424099856,True,True
trade,1752424099859,BTCUSDT,5081837427,118838.63000000,0.45228000,1752424099858,True,True
trade,1752424099859,BTCUSDT,5081837428,118838.63000000,0.00050000,1752424099858,True,True
trade,1752424099859,BTCUSDT,5081837429,118838.63000000,0.00005000,1752424099858,True,True
trade,1752424099859,BTCUSDT,5081837430,118838.63000000,0.00005000,1752424099858,True,True
trade,1752424099859,BTCUSDT,5081837431,118838.63000000,0.00005000,1752424099858,True,True
trade,1752424099859,BTCUSDT,5081837432,118838.63000000,0.00010000,1752424099858,True,True
trade,1752424099859,BTCUSDT,5081837433,118838.63000000,0.00005000,1752424099858,True,True
trade,1752424099859,BTCUSDT,5081837434,118838.63000000,0.00005000,1752424099858,True,True
trade,1752424099859,BTCUSDT,5081837435,118838.63000000,0.00005000,1752424099858,True,True
trade,1752424099859,BTCUSDT,5081837436,118838.63000000,0.00005000,1752424099858,True,True
trade,1752424099859,BTCUSDT,5081837437,118838.63000000,0.02123000,1752424099858,True,True
trade,1752424099859,BTCUSDT,5081837438,118838.63000000,0.00005000,1752424099858,True,True
trade,1752424099859,BTCUSDT,5081837439,118838.63000000,0.00005000,1752424099858,True,True
trade,1752424099859,BTCUSDT,5081837440,118838.63000000,0.00005000,1752424099858,True,True
trade,1752424099859,BTCUSDT,5081837441,118838.63000000,0.00005000,1752424099858,True,True
trade,1752424099859,BTCUSDT,5081837442,118838.63000000,0.00005000,1752424099858,True,True
trade,1752424099859,BTCUSDT,5081837443,118838.63000000,0.00005000,1752424099858,True,True
trade,1752424099859,BTCUSDT,5081837444,118838.63000000,0.00005000,1752424099858,True,True
trade,1752424099859,BTCUSDT,5081837445,118838.63000000,0.00005000,1752424099858,True,True
trade,1752424099859,BTCUSDT,5081837446,118838.63000000,0.00005000,1752424099858,True,True
trade,1752424099859,BTCUSDT,5081837447,118838.63000000,0.00005000,1752424099858,True,True
trade,1752424099859,BTCUSDT,5081837448,118838.63000000,0.00005000,1752424099858,True,True
trade,1752424099859,BTCUSDT,5081837449,118838.63000000,0.00012000,1752424099858,True,True
trade,1752424099865,BTCUSDT,5081837450,118838.63000000,0.00005000,1752424099865,True,True
trade,1752424099865,BTCUSDT,5081837451,118838.63000000,0.00010000,1752424099865,True,True
trade,1752424099873,BTCUSDT,5081837452,118838.63000000,0.00005000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837453,118838.63000000,0.00005000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837454,118838.63000000,0.00005000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837455,118838.63000000,0.00005000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837456,118838.63000000,0.00005000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837457,118838.63000000,0.00005000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837458,118838.63000000,0.00005000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837459,118838.63000000,0.00005000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837460,118838.63000000,0.00005000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837461,118838.63000000,0.00005000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837462,118838.63000000,0.00005000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837463,118838.63000000,0.00005000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837464,118838.63000000,0.00010000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837465,118838.63000000,0.00005000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837466,118838.63000000,0.00005000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837467,118838.63000000,0.00005000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837468,118838.62000000,0.00005000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837469,118838.62000000,0.00005000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837470,118838.62000000,0.00005000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837471,118838.62000000,0.00005000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837472,118838.62000000,0.00005000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837473,118838.62000000,0.00005000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837474,118838.62000000,0.00005000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837475,118838.62000000,0.00005000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837476,118838.62000000,0.00005000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837477,118838.62000000,0.00005000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837478,118838.62000000,0.00005000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837479,118838.62000000,0.00005000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837480,118838.62000000,0.00005000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837481,118838.45000000,0.00005000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837482,118837.61000000,0.00950000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837483,118837.61000000,0.00010000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837484,118837.26000000,0.00005000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837485,118836.36000000,0.00021000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837486,118836.25000000,0.00049000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837487,118836.24000000,0.00042000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837488,118836.08000000,0.00005000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837489,118835.92000000,0.00021000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837490,118835.92000000,0.00063000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837491,118835.64000000,0.00005000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837492,118833.77000000,0.00005000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837493,118833.70000000,0.00005000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837494,118832.77000000,0.00033000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837495,118832.69000000,0.00114000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837496,118832.69000000,0.00010000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837497,118831.93000000,0.00082000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837498,118830.59000000,0.00005000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837499,118830.59000000,0.00005000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837500,118830.59000000,0.00005000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837501,118830.32000000,0.00005000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837502,118830.06000000,0.00149000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837503,118830.00000000,0.00021000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837504,118829.72000000,0.00005000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837505,118829.72000000,0.00005000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837506,118829.72000000,0.00005000,1752424099872,True,True
trade,1752424099873,BTCUSDT,5081837507,118829.71000000,0.00383000,1752424099872,True,True
trade,1752424099940,BTCUSDT,5081837508,118829.71000000,0.00084000,1752424099940,True,True
trade,1752424099974,BTCUSDT,5081837509,118829.71000000,0.00342000,1752424099974,True,True
trade,1752424100159,BTCUSDT,5081837510,118829.71000000,0.00050000,1752424100159,True,True
trade,1752424100436,BTCUSDT,5081837511,118829.72000000,0.00010000,1752424100436,False,True
trade,1752424100544,BTCUSDT,5081837512,118829.72000000,0.00025000,1752424100544,False,True
trade,1752424100588,BTCUSDT,5081837513,118829.71000000,0.00123000,1752424100587,True,True
trade,1752424100622,BTCUSDT,5081837514,118829.72000000,0.00013000,1752424100621,False,True
trade,1752424100775,BTCUSDT,5081837515,118829.71000000,0.00701000,1752424100774,True,True
trade,1752424100775,BTCUSDT,5081837516,118829.71000000,0.00005000,1752424100774,True,True
trade,1752424100775,BTCUSDT,5081837517,118829.71000000,0.00005000,1752424100774,True,True
trade,1752424100775,BTCUSDT,5081837518,118829.71000000,0.00005000,1752424100774,True,True
trade,1752424100775,BTCUSDT,5081837519,118829.71000000,0.00005000,1752424100774,True,True
trade,1752424100775,BTCUSDT,5081837520,118829.71000000,0.00005000,1752424100774,True,True
trade,1752424100775,BTCUSDT,5081837521,118829.71000000,0.00005000,1752424100774,True,True
trade,1752424100775,BTCUSDT,5081837522,118829.71000000,0.00005000,1752424100774,True,True
trade,1752424100775,BTCUSDT,5081837523,118829.71000000,0.00005000,1752424100774,True,True
trade,1752424100775,BTCUSDT,5081837524,118829.71000000,0.00005000,1752424100774,True,True
trade,1752424100775,BTCUSDT,5081837525,118829.71000000,0.00005000,1752424100774,True,True
trade,1752424100775,BTCUSDT,5081837526,118829.71000000,0.00005000,1752424100774,True,True
trade,1752424100775,BTCUSDT,5081837527,118829.71000000,0.00005000,1752424100774,True,True
trade,1752424100775,BTCUSDT,5081837528,118829.71000000,0.00005000,1752424100774,True,True
trade,1752424100775,BTCUSDT,5081837529,118829.71000000,0.00005000,1752424100774,True,True
trade,1752424100775,BTCUSDT,5081837530,118829.71000000,0.04953000,1752424100774,True,True
trade,1752424101061,BTCUSDT,5081837531,118829.72000000,0.00420000,1752424101061,False,True
trade,1752424101077,BTCUSDT,5081837532,118829.72000000,0.00021000,1752424101076,False,True
trade,1752424101092,BTCUSDT,5081837533,118829.71000000,0.00084000,1752424101092,True,True
trade,1752424101093,BTCUSDT,5081837534,118829.71000000,0.00252000,1752424101093,True,True
trade,1752424101116,BTCUSDT,5081837535,118829.71000000,0.00082000,1752424101116,True,True
trade,1752424101435,BTCUSDT,5081837536,118829.72000000,0.00204000,1752424101434,False,True
trade,1752424101799,BTCUSDT,5081837537,118829.71000000,0.01544000,1752424101798,True,True
trade,1752424101811,BTCUSDT,5081837538,118829.72000000,0.00005000,1752424101811,False,True
trade,1752424101886,BTCUSDT,5081837539,118829.71000000,0.00141000,1752424101885,True,True
trade,1752424101886,BTCUSDT,5081837540,118829.71000000,0.00010000,1752424101885,True,True
trade,1752424101886,BTCUSDT,5081837541,118829.71000000,0.00005000,1752424101885,True,True
trade,1752424101886,BTCUSDT,5081837542,118829.71000000,0.00005000,1752424101885,True,True
trade,1752424101886,BTCUSDT,5081837543,118829.71000000,0.00005000,1752424101885,True,True
trade,1752424101886,BTCUSDT,5081837544,118829.71000000,0.00005000,1752424101885,True,True
trade,1752424101886,BTCUSDT,5081837545,118829.71000000,0.00049000,1752424101885,True,True
trade,1752424101886,BTCUSDT,5081837546,118829.71000000,0.00005000,1752424101885,True,True
trade,1752424101886,BTCUSDT,5081837547,118829.71000000,0.00005000,1752424101885,True,True
trade,1752424101886,BTCUSDT,5081837548,118829.71000000,0.00005000,1752424101885,True,True
trade,1752424101886,BTCUSDT,5081837549,118829.71000000,0.00005000,1752424101885,True,True
trade,1752424101886,BTCUSDT,5081837550,118829.71000000,0.00005000,1752424101885,True,True
trade,1752424101886,BTCUSDT,5081837551,118829.71000000,0.00005000,1752424101885,True,True
trade,1752424101886,BTCUSDT,5081837552,118829.71000000,0.00005000,1752424101885,True,True
trade,1752424101886,BTCUSDT,5081837553,118829.71000000,0.00005000,1752424101885,True,True
trade,1752424101886,BTCUSDT,5081837554,118829.71000000,0.00004000,1752424101885,True,True
trade,1752424102096,BTCUSDT,5081837555,118829.71000000,0.00001000,1752424102096,True,True
trade,1752424102096,BTCUSDT,5081837556,118829.71000000,0.00005000,1752424102096,True,True
trade,1752424102096,BTCUSDT,5081837557,118829.71000000,0.00078000,1752424102096,True,True
trade,1752424102096,BTCUSDT,5081837558,118829.71000000,0.00252000,1752424102096,True,True
trade,1752424102162,BTCUSDT,5081837559,118829.71000000,0.00050000,1752424102161,True,True
trade,1752424102332,BTCUSDT,5081837560,118829.72000000,0.00334000,1752424102332,False,True
trade,1752424102375,BTCUSDT,5081837561,118829.71000000,0.00025000,1752424102375,True,True
trade,1752424102376,BTCUSDT,5081837562,118829.71000000,0.00025000,1752424102375,True,True
trade,1752424102379,BTCUSDT,5081837563,118829.71000000,0.00095000,1752424102379,True,True
trade,1752424102380,BTCUSDT,5081837564,118829.71000000,0.00095000,1752424102380,True,True
trade,1752424102383,BTCUSDT,5081837565,118829.71000000,0.00410000,1752424102382,True,True
trade,1752424102405,BTCUSDT,5081837566,118829.71000000,0.00098000,1752424102404,True,True
trade,1752424102460,BTCUSDT,5081837567,118829.71000000,0.00020000,1752424102459,True,True
trade,1752424102616,BTCUSDT,5081837568,118829.71000000,0.00030000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837569,118829.71000000,0.00005000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837570,118829.71000000,0.00005000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837571,118829.71000000,0.00005000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837572,118829.71000000,0.00005000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837573,118829.71000000,0.00005000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837574,118829.71000000,0.00005000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837575,118829.71000000,0.00010000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837576,118829.71000000,0.00005000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837577,118829.71000000,0.00005000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837578,118829.71000000,0.00005000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837579,118829.71000000,0.00005000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837580,118829.71000000,0.00005000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837581,118829.71000000,0.00005000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837582,118829.71000000,0.02258000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837583,118829.71000000,0.00050000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837584,118829.71000000,0.00005000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837585,118829.71000000,0.00448000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837586,118829.71000000,0.00005000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837587,118829.71000000,0.00005000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837588,118829.71000000,0.00006000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837589,118829.71000000,0.00005000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837590,118829.71000000,0.00005000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837591,118829.71000000,0.00005000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837592,118829.71000000,0.00005000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837593,118829.70000000,0.00260000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837594,118829.70000000,0.00025000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837595,118829.70000000,0.00005000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837596,118829.70000000,0.00005000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837597,118829.70000000,0.00005000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837598,118829.70000000,0.00010000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837599,118829.70000000,0.00005000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837600,118829.70000000,0.00005000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837601,118829.70000000,0.00005000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837602,118829.70000000,0.00005000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837603,118829.70000000,0.00005000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837604,118829.70000000,0.00005000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837605,118829.70000000,0.00005000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837606,118829.70000000,0.00005000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837607,118829.70000000,0.00005000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837608,118829.37000000,0.00157000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837609,118829.37000000,0.00010000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837610,118828.96000000,0.00005000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837611,118828.70000000,0.00560000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837612,118828.07000000,0.00005000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837613,118828.07000000,0.00005000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837614,118828.07000000,0.00005000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837615,118827.77000000,0.00005000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837616,118827.33000000,0.00050000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837617,118827.11000000,0.00063000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837618,118826.94000000,0.00026000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837619,118826.89000000,0.00005000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837620,118826.89000000,0.00005000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837621,118826.88000000,0.00005000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837622,118826.88000000,0.00005000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837623,118826.88000000,0.00005000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837624,118826.88000000,0.00005000,1752424102615,True,True
trade,1752424102616,BTCUSDT,5081837625,118826.88000000,0.00005000,1752424102615,True,True
trade,1752424102627,BTCUSDT,5081837626,118826.87000000,0.00216000,1752424102627,True,True
trade,1752424102663,BTCUSDT,5081837627,118826.87000000,0.00050000,1752424102662,True,True
trade,1752424102735,BTCUSDT,5081837628,118826.88000000,0.00457000,1752424102735,False,True
trade,1752424102888,BTCUSDT,5081837629,118826.88000000,0.00457000,1752424102887,False,True
